,mse_score,trial_id,return_period,seq_len,lr,momentum,optim_type,num_layers,hidden_size,num_fc_layers,activation_type
1765,0.03770157196404179,011e8_01765,3,2,0.001,0.5237477368153568,2,2,64,1,2
1287,0.037704162541894,011e8_01287,3,2,0.01,0.7356693771576993,1,2,128,2,1
1531,0.03770658714522068,011e8_01531,3,2,0.001,0.27626581375783205,1,8,8,2,2
1520,0.037708545652033555,011e8_01520,3,2,0.1,0.14571849537805265,1,8,16,1,3
1441,0.037736944387142216,011e8_01441,3,2,0.001,0.8372679382491687,1,4,8,3,2
1339,0.0377397724102786,011e8_01339,3,2,0.1,0.25175128870152086,1,2,16,3,2
1814,0.03775513014762562,011e8_01814,3,2,0.001,0.20169894433763158,2,2,128,2,3
1470,0.03778020566557997,011e8_01470,3,2,0.1,0.3773088938848339,1,4,8,3,1
1345,0.03782235639716291,011e8_01345,3,2,0.1,0.27929164808741974,1,2,64,3,2
1519,0.037834239684807064,011e8_01519,3,2,0.1,0.7145753031325123,1,8,16,1,2
152,0.03783667665358561,011e8_00152,2,2,0.01,0.6186616683803944,1,2,8,1,3
1587,0.0378493920062837,011e8_01587,3,2,0.001,0.8277465241629923,1,8,128,3,1
1763,0.03785021291729303,011e8_01763,3,2,0.001,0.6605698375435832,2,2,32,1,3
1612,0.03786568667369941,011e8_01612,3,2,0.1,0.12618128635600714,1,8,32,3,2
1657,0.03787119344415952,011e8_01657,3,2,0.1,0.21130883010420975,2,1,32,1,2
1567,0.037883941846705814,011e8_01567,3,2,0.1,0.8563905610883094,1,8,32,2,2
475,0.03789429878662715,011e8_00475,2,2,0.01,0.399076970400878,1,8,64,2,2
1477,0.03790411700596262,011e8_01477,3,2,0.1,0.5690916126889048,1,4,32,3,2
109,0.03791479708146509,011e8_00109,2,2,0.01,0.42974218075868387,1,1,16,3,2
1497,0.037919998119611685,011e8_01497,3,2,0.001,0.5566597022919745,1,8,128,1,1
1314,0.03792457566052049,011e8_01314,3,2,0.001,0.5032350148692973,1,2,64,3,1
1454,0.037924803712612996,011e8_01454,3,2,0.001,0.203125611126024,1,4,128,3,3
1841,0.03792807777655742,011e8_01841,3,2,0.1,0.5387128205115729,2,2,64,2,3
245,0.037932465851013945,011e8_00245,2,2,0.01,0.6748933118580587,1,2,16,3,3
1194,0.03793457815918113,011e8_01194,3,2,0.01,0.5574334072959023,1,1,64,3,1
1335,0.03794064914079708,011e8_01335,3,2,0.1,0.1903249800551551,1,2,8,3,1
1518,0.0379540693281879,011e8_01518,3,2,0.1,0.3649486987716186,1,8,16,1,1
1851,0.03797083975962031,011e8_01851,3,2,0.001,0.3139168756263132,2,2,32,3,1
1246,0.03798183664394827,011e8_01246,3,2,0.1,0.5552377806752972,1,2,8,1,2
1181,0.03801366075395361,011e8_01181,3,2,0.001,0.6013213767887275,1,1,64,3,3
1517,0.03801443239384617,011e8_01517,3,2,0.1,0.6448107331528766,1,8,8,1,3
263,0.038017352576090936,011e8_00263,2,2,0.1,0.5037144745576468,1,2,32,3,3
589,0.03802198987775255,011e8_00589,2,2,0.001,0.17877787657930783,2,1,16,2,2
562,0.03804065114350073,011e8_00562,2,2,0.01,0.6233526880910023,2,1,32,1,2
1736,0.03804920037720302,011e8_01736,3,2,0.01,0.775931268995658,2,1,64,3,3
1586,0.03805408081311605,011e8_01586,3,2,0.001,0.5209816491048195,1,8,64,3,3
1471,0.03805953435775213,011e8_01471,3,2,0.1,0.6852398156840995,1,4,8,3,2
1253,0.03806284010759901,011e8_01253,3,2,0.1,0.6330071563392202,1,2,32,1,3
1767,0.03807037962154928,011e8_01767,3,2,0.001,0.31634059442936946,2,2,128,1,1
680,0.03807527693324449,011e8_00680,2,2,0.001,0.44782555010419633,2,2,16,1,3
678,0.03808142212831171,011e8_00678,2,2,0.001,0.5166892665871107,2,2,16,1,1
1319,0.03808355750055245,011e8_01319,3,2,0.001,0.8909285854942852,1,2,128,3,3
1256,0.038086810341654,011e8_01256,3,2,0.1,0.3024739831811585,1,2,64,1,3
1429,0.0380868296359141,011e8_01429,3,2,0.1,0.1023547376139029,1,4,16,2,2
1561,0.038097847136186316,011e8_01561,3,2,0.1,0.7479031542725836,1,8,8,2,2
1407,0.03810598780732729,011e8_01407,3,2,0.001,0.3541198154289851,1,4,128,2,1
1130,0.03811748656841988,011e8_01130,3,2,0.001,0.7113535964846958,1,1,16,2,3
1360,0.03811975164022249,011e8_01360,3,2,0.001,0.16631598984740092,1,4,64,1,2
1515,0.03811975772287843,011e8_01515,3,2,0.1,0.8520421402807862,1,8,8,1,1
894,0.03812127838226652,011e8_00894,2,2,0.1,0.3025001643610129,2,4,64,2,1
290,0.03815693212679532,011e8_00290,2,2,0.01,0.8786334022930157,1,4,16,1,3
1687,0.03816276675774019,011e8_01687,3,2,0.01,0.10913539901124869,2,1,32,2,2
1516,0.03817851955325989,011e8_01516,3,2,0.1,0.558746703495918,1,8,8,1,2
1305,0.03818299902091968,011e8_01305,3,2,0.001,0.8692929648872216,1,2,8,3,1
1609,0.03818631904438301,011e8_01609,3,2,0.1,0.5324428414986587,1,8,16,3,2
1505,0.038194450231164925,011e8_01505,3,2,0.01,0.588271099172821,1,8,16,1,3
85,0.03820617102067259,011e8_00085,2,2,0.1,0.8478678028038781,1,1,64,2,2
1216,0.038224841085909095,011e8_01216,3,2,0.001,0.6312471276697885,1,2,8,1,2
105,0.038228478341088105,011e8_00105,2,2,0.01,0.3404978654016986,1,1,8,3,1
1633,0.03823187438934448,011e8_01633,3,2,0.001,0.6903431364183897,2,1,128,1,2
294,0.038240579330224574,011e8_00294,2,2,0.01,0.6094057537173416,1,4,64,1,1
1213,0.03826551650437104,011e8_01213,3,2,0.1,0.7124122606387246,1,1,128,3,2
1252,0.03826588565165126,011e8_01252,3,2,0.1,0.7906954619839607,1,2,32,1,2
1289,0.0382698257780231,011e8_01289,3,2,0.01,0.7996258777001148,1,2,128,2,3
1685,0.03828556601937614,011e8_01685,3,2,0.01,0.5670048542841295,2,1,16,2,3
62,0.0382881712249289,011e8_00062,2,2,0.01,0.49890627454709424,1,1,8,2,3
1756,0.038289913481646565,011e8_01756,3,2,0.001,0.8163554320390681,2,2,8,1,2
638,0.03830094406695136,011e8_00638,2,2,0.001,0.7668327877420164,2,1,32,3,3
276,0.038301177283190393,011e8_00276,2,2,0.001,0.42773180341908534,1,4,32,1,1
1248,0.03830561397720999,011e8_01248,3,2,0.1,0.785097089654806,1,2,16,1,1
1495,0.038312708174389594,011e8_01495,3,2,0.001,0.4271452282846636,1,8,64,1,2
1170,0.03831689564557463,011e8_01170,3,2,0.001,0.47725697989827764,1,1,8,3,1
1110,0.03832699772500805,011e8_01110,3,2,0.1,0.8102459122854124,1,1,8,1,1
1331,0.03832944771823667,011e8_01331,3,2,0.01,0.22506049302069853,1,2,64,3,3
1292,0.03833069018351129,011e8_01292,3,2,0.1,0.4732267879747173,1,2,8,2,3
1286,0.03833451462989603,011e8_01286,3,2,0.01,0.24483259193963314,1,2,64,2,3
1606,0.03833926434168411,011e8_01606,3,2,0.1,0.36426780297635153,1,8,8,3,2
1395,0.03835288438551065,011e8_01395,3,2,0.001,0.27793255313314,1,4,8,2,1
1564,0.03836290804209413,011e8_01564,3,2,0.1,0.1471185759792757,1,8,16,2,2
1409,0.03836388610305617,011e8_01409,3,2,0.001,0.18664170571092945,1,4,128,2,3
1974,0.03836966851041416,011e8_01974,3,2,0.1,0.7345756588743104,2,4,64,2,1
1406,0.03837144463472226,011e8_01406,3,2,0.001,0.7514233488865273,1,4,64,2,3
104,0.03837331597000659,011e8_00104,2,2,0.001,0.41614527525170975,1,1,128,3,3
1648,0.03837344674356775,011e8_01648,3,2,0.01,0.5150575299353406,2,1,128,1,2
291,0.03838227645017761,011e8_00291,2,2,0.01,0.4666428465102659,1,4,32,1,1
1494,0.03840358280342187,011e8_01494,3,2,0.001,0.7751699551588541,1,8,64,1,1
1604,0.03840555948374834,011e8_01604,3,2,0.01,0.545556810761204,1,8,128,3,3
1440,0.038405965264674095,011e8_01440,3,2,0.001,0.15232301864300216,1,4,8,3,1
1474,0.03842187124427917,011e8_01474,3,2,0.1,0.6848411152120876,1,4,16,3,2
1337,0.03842383345291494,011e8_01337,3,2,0.1,0.303638037358281,1,2,8,3,3
1872,0.03843247244436539,011e8_01872,3,2,0.01,0.4811092044507236,2,2,128,3,1
1329,0.038438003086525216,011e8_01329,3,2,0.01,0.4967756570168391,1,2,64,3,1
1187,0.038444188929094986,011e8_01187,3,2,0.01,0.7235069857302688,1,1,8,3,3
1377,0.038460032605391055,011e8_01377,3,2,0.01,0.673006007248602,1,4,128,1,1
2019,0.0384678354817212,011e8_02019,3,2,0.1,0.5829974710139217,2,4,64,3,1
1245,0.03847155966125161,011e8_01245,3,2,0.1,0.40255113251720587,1,2,8,1,1
520,0.03847927306249962,011e8_00520,2,2,0.01,0.5267054612796211,1,8,64,3,2
292,0.03848346299856137,011e8_00292,2,2,0.01,0.7977485690374672,1,4,32,1,2
160,0.03848838338043438,011e8_00160,2,2,0.01,0.31089649809448394,1,2,64,1,2
293,0.03852157274390686,011e8_00293,2,2,0.01,0.1337615306363044,1,4,32,1,3
1854,0.03852696071963265,011e8_01854,3,2,0.001,0.6539595914542913,2,2,64,3,1
337,0.03853720759735918,011e8_00337,2,2,0.01,0.42604161763966886,1,4,32,2,2
1125,0.03854861950553378,011e8_01125,3,2,0.001,0.4816325906644744,1,1,8,2,1
1152,0.038550223460171076,011e8_01152,3,2,0.01,0.36100383227140675,1,1,128,2,1
330,0.03858554266095538,011e8_00330,2,2,0.01,0.5037764384040581,1,4,8,2,1
1307,0.03862471090998247,011e8_01307,3,2,0.001,0.2307275501356596,1,2,8,3,3
1557,0.03862967249454469,011e8_01557,3,2,0.01,0.846946823458678,1,8,128,2,1
1659,0.03863115444581713,011e8_01659,3,2,0.1,0.4082687280820879,2,1,64,1,1
1934,0.03863571878575882,011e8_01934,3,2,0.1,0.4339312641655485,2,4,128,1,3
1874,0.038644151543998334,011e8_01874,3,2,0.01,0.18839583087797626,2,2,128,3,3
1469,0.038644222823826,011e8_01469,3,2,0.01,0.1071838382959963,1,4,128,3,3
1361,0.0386656409565216,011e8_01361,3,2,0.001,0.6105972877096814,1,4,64,1,3
1568,0.038665874345949466,011e8_01568,3,2,0.1,0.4163560501906408,1,8,32,2,3
1387,0.03867087583358298,011e8_01387,3,2,0.1,0.7433201341678608,1,4,32,1,2
382,0.03867725108441203,011e8_00382,2,2,0.01,0.17008373195121873,1,4,32,3,2
197,0.03868976326353283,011e8_00197,2,2,0.01,0.8271450642738123,1,2,8,2,3
1081,0.03869112681125899,011e8_01081,3,2,0.001,0.2960212443484572,1,1,8,1,2
133,0.038710359329828,011e8_00133,2,2,0.1,0.8592815881038968,1,1,128,3,2
1496,0.03871984479408602,011e8_01496,3,2,0.001,0.3417483875728851,1,8,64,1,3
1615,0.03872845275182437,011e8_01615,3,2,0.1,0.6748904074185843,1,8,64,3,2
1284,0.0387360459807372,011e8_01284,3,2,0.01,0.7053565006996231,1,2,64,2,1
1191,0.038736188188064596,011e8_01191,3,2,0.01,0.8645853206468406,1,1,32,3,1
1359,0.03873716281270054,011e8_01359,3,2,0.001,0.5458751747986055,1,4,64,1,1
1447,0.038742773564259786,011e8_01447,3,2,0.001,0.3654761358385378,1,4,32,3,2
1803,0.03874292671633489,011e8_01803,3,2,0.001,0.4840704922578011,2,2,16,2,1
1172,0.03874584135146999,011e8_01172,3,2,0.001,0.36543165856159177,1,1,8,3,3
1174,0.038752913036107645,011e8_01174,3,2,0.001,0.4148811979628714,1,1,16,3,2
1435,0.03877720057421686,011e8_01435,3,2,0.1,0.6312030557589456,1,4,64,2,2
2067,0.03878453378616249,011e8_02067,3,2,0.1,0.5209931259218162,2,8,128,1,1
1605,0.038789740627799635,011e8_01605,3,2,0.1,0.8485238171281815,1,8,8,3,1
1422,0.03881004835851753,011e8_01422,3,2,0.01,0.21951567223032092,1,4,128,2,1
1351,0.03881121179990774,011e8_01351,3,2,0.001,0.7905588310843698,1,4,8,1,2
1228,0.03881922911101877,011e8_01228,3,2,0.001,0.10473496155348655,1,2,128,1,2
1087,0.0388403282657757,011e8_01087,3,2,0.001,0.31055090553355524,1,1,32,1,2
1602,0.03884050428038791,011e8_01602,3,2,0.01,0.705373078811955,1,8,128,3,1
1083,0.03884385475840475,011e8_01083,3,2,0.001,0.1260898044317651,1,1,16,1,1
2068,0.038857010741687716,011e8_02068,3,2,0.1,0.7993077949983133,2,8,128,1,2
1178,0.03885801569086491,011e8_01178,3,2,0.001,0.20676908285505596,1,1,32,3,3
1128,0.03886456918957628,011e8_01128,3,2,0.001,0.745510218288851,1,1,16,2,1
1154,0.03886824107703883,011e8_01154,3,2,0.01,0.493725281721185,1,1,128,2,3
1582,0.03887185246454815,011e8_01582,3,2,0.001,0.30905845932547926,1,8,32,3,2
1204,0.03887246551756499,011e8_01204,3,2,0.1,0.6267148034900099,1,1,16,3,2
159,0.03887389913037428,011e8_00159,2,2,0.01,0.4984395478198719,1,2,64,1,1
1449,0.03888606708302507,011e8_01449,3,2,0.001,0.28674963315757235,1,4,64,3,1
1589,0.03888627042595441,011e8_01589,3,2,0.001,0.11221596856485175,1,8,128,3,3
1249,0.03888795881934784,011e8_01249,3,2,0.1,0.14100097963683764,1,2,16,1,2
1149,0.038891363624288244,011e8_01149,3,2,0.01,0.38123797136758253,1,1,64,2,1
1509,0.03889754657312584,011e8_01509,3,2,0.01,0.6367494540544435,1,8,64,1,1
1452,0.03894255140952119,011e8_01452,3,2,0.001,0.514120973315635,1,4,128,3,1
630,0.038944869261237205,011e8_00630,2,2,0.001,0.138428106345111,2,1,8,3,1
478,0.038947349725337525,011e8_00478,2,2,0.01,0.7680667440071071,1,8,128,2,2
1179,0.038962774848465546,011e8_01179,3,2,0.001,0.36555616380541756,1,1,64,3,1
1342,0.03896939062928445,011e8_01342,3,2,0.1,0.8669975358942908,1,2,32,3,2
1261,0.0389728264679447,011e8_01261,3,2,0.001,0.3520070158717895,1,2,8,2,2
370,0.03898626488256474,011e8_00370,2,2,0.001,0.5893430267321924,1,4,64,3,2
1643,0.03900561560330744,011e8_01643,3,2,0.01,0.7032153186091009,2,1,32,1,3
102,0.03901121784773723,011e8_00102,2,2,0.001,0.6858803713052958,1,1,128,3,1
1225,0.03902013124289898,011e8_01225,3,2,0.001,0.6522088751396786,1,2,64,1,2
1421,0.03903340966136579,011e8_01421,3,2,0.01,0.43976323241064974,1,4,64,2,3
1283,0.0390347380459779,011e8_01283,3,2,0.01,0.2601245514777363,1,2,32,2,3
1639,0.03903523687842291,011e8_01639,3,2,0.01,0.7019329389619964,2,1,16,1,2
1269,0.0390476568071681,011e8_01269,3,2,0.001,0.7939160814543251,1,2,64,2,1
373,0.039058416829204565,011e8_00373,2,2,0.001,0.2819084045418221,1,4,128,3,2
319,0.039061461897277,011e8_00319,2,2,0.001,0.14244672958219093,1,4,16,2,2
1419,0.039070738657286,011e8_01419,3,2,0.01,0.7500692883080976,1,4,64,2,1
340,0.03908425324770444,011e8_00340,2,2,0.01,0.8913105956793757,1,4,64,2,2
1464,0.039084554418584744,011e8_01464,3,2,0.01,0.1604163574615609,1,4,64,3,1
563,0.039093821539317966,011e8_00563,2,2,0.01,0.6486557129101429,2,1,32,1,3
1661,0.039099809764074005,011e8_01661,3,2,0.1,0.26448906477459067,2,1,64,1,3
1173,0.03910366472589989,011e8_01173,3,2,0.001,0.39193309126756926,1,1,16,3,1
385,0.03910645492101998,011e8_00385,2,2,0.01,0.5152709938613887,1,4,64,3,2
156,0.03910783481775647,011e8_00156,2,2,0.01,0.428057161974675,1,2,32,1,1
1416,0.039110328872639204,011e8_01416,3,2,0.01,0.6565222095174168,1,4,32,2,1
585,0.039111276749857954,011e8_00585,2,2,0.001,0.7742288546556818,2,1,8,2,1
1084,0.039139945057318215,011e8_01084,3,2,0.001,0.3197284554537194,1,1,16,1,2
1755,0.03914138519275439,011e8_01755,3,2,0.001,0.10271889470216511,2,2,8,1,1
1162,0.039147768470591524,011e8_01162,3,2,0.1,0.22890387995593137,1,1,32,2,2
1131,0.03915388259480595,011e8_01131,3,2,0.001,0.6663735563661334,1,1,32,2,1
408,0.03917283073366163,011e8_00408,2,2,0.001,0.8314260942129456,1,8,16,1,1
774,0.039178718115050505,011e8_00774,2,2,0.001,0.2135388994849916,2,2,64,3,1
1542,0.03918958203555325,011e8_01542,3,2,0.001,0.297634392373374,1,8,128,2,1
1159,0.03920512404275767,011e8_01159,3,2,0.1,0.654154110547035,1,1,16,2,2
1601,0.03921318279160854,011e8_01601,3,2,0.01,0.7534115265009026,1,8,64,3,3
603,0.03922210796603618,011e8_00603,2,2,0.01,0.3604582514662299,2,1,16,2,1
1227,0.0392500966844747,011e8_01227,3,2,0.001,0.35457438834622224,1,2,128,1,1
566,0.039253372249628216,011e8_00566,2,2,0.01,0.21685209743469472,2,1,64,1,3
1251,0.039257276556845716,011e8_01251,3,2,0.1,0.5296659368629478,1,2,32,1,1
1104,0.0392583571824451,011e8_01104,3,2,0.01,0.6219431867403727,1,1,64,1,1
393,0.03927068383584071,011e8_00393,2,2,0.1,0.348923235514516,1,4,16,3,1
1404,0.039274181869481416,011e8_01404,3,2,0.001,0.6503093156825968,1,4,64,2,1
1132,0.03927868555424718,011e8_01132,3,2,0.001,0.4579526766630452,1,1,32,2,2
1379,0.03928218078050764,011e8_01379,3,2,0.01,0.6354443727728099,1,4,128,1,3
1107,0.0392909038564617,011e8_01107,3,2,0.01,0.7499076169938209,1,1,128,1,1
1646,0.039294713961468976,011e8_01646,3,2,0.01,0.7798273226889234,2,1,64,1,3
1272,0.03929750558069763,011e8_01272,3,2,0.001,0.6236176717482496,1,2,128,2,1
1381,0.03930439758231845,011e8_01381,3,2,0.1,0.1574666632371355,1,4,8,1,2
343,0.039308815295340825,011e8_00343,2,2,0.01,0.2447196147863216,1,4,128,2,2
1466,0.039309935516741085,011e8_01466,3,2,0.01,0.23876081072242253,1,4,64,3,3
1229,0.039311008309254485,011e8_01229,3,2,0.001,0.8792220163556066,1,2,128,1,3
59,0.039325406021966845,011e8_00059,2,2,0.001,0.3535711628516748,1,1,128,2,3
1539,0.03937104176885833,011e8_01539,3,2,0.001,0.1418702831320065,1,8,64,2,1
1402,0.03937601758774772,011e8_01402,3,2,0.001,0.34507580362193324,1,4,32,2,2
1456,0.039377891255731656,011e8_01456,3,2,0.01,0.7545234404053227,1,4,8,3,2
1556,0.03938544701994267,011e8_01556,3,2,0.01,0.3708425281616575,1,8,64,2,3
1859,0.039409840123425674,011e8_01859,3,2,0.001,0.22652306086333224,2,2,128,3,3
1607,0.03942649547693912,011e8_01607,3,2,0.1,0.6195884138312295,1,8,8,3,3
1196,0.03943556187286147,011e8_01196,3,2,0.01,0.5773192076016199,1,1,64,3,3
1451,0.0394404156970241,011e8_01451,3,2,0.001,0.22707199750627538,1,4,64,3,3
508,0.03944058068198743,011e8_00508,2,2,0.001,0.31709705696478474,1,8,128,3,2
38,0.039441302998903104,011e8_00038,2,2,0.1,0.4419658646763156,1,1,32,1,3
1180,0.03946273535105986,011e8_01180,3,2,0.001,0.29563310774314167,1,1,64,3,2
1510,0.03947481509688842,011e8_01510,3,2,0.01,0.5526472034497031,1,8,64,1,2
1295,0.03950280728018747,011e8_01295,3,2,0.1,0.6659651447504119,1,2,16,2,3
1221,0.039513988991288745,011e8_01221,3,2,0.001,0.8570982597357063,1,2,32,1,1
460,0.03951493245675025,011e8_00460,2,2,0.001,0.45123993881005575,1,8,64,2,2
289,0.039543170519452386,011e8_00289,2,2,0.01,0.66029237337148,1,4,16,1,2
65,0.03955198841351079,011e8_00065,2,2,0.01,0.8290369655184404,1,1,16,2,3
1210,0.03955885889206914,011e8_01210,3,2,0.1,0.6406585155596562,1,1,64,3,2
1645,0.03956026754556526,011e8_01645,3,2,0.01,0.463421955898228,2,1,64,1,2
1367,0.0395659309914908,011e8_01367,3,2,0.01,0.46040622217413263,1,4,8,1,3
1262,0.03956957525192464,011e8_01262,3,2,0.001,0.16526374422498896,1,2,8,2,3
1513,0.03957077652343266,011e8_01513,3,2,0.01,0.7928682265634119,1,8,128,1,2
1720,0.03958698017230389,011e8_01720,3,2,0.001,0.6930465010829083,2,1,64,3,2
1155,0.03962339294060437,011e8_01155,3,2,0.1,0.6947288598604919,1,1,8,2,1
1222,0.03964700357539115,011e8_01222,3,2,0.001,0.1920046866419896,1,2,32,1,2
1811,0.039658221382233697,011e8_01811,3,2,0.001,0.20744220047464365,2,2,64,2,3
1584,0.03966647486769651,011e8_01584,3,2,0.001,0.8417185941730746,1,8,64,3,1
1541,0.039695323334006063,011e8_01541,3,2,0.001,0.3458991173303604,1,8,64,2,3
1106,0.03969729979120679,011e8_01106,3,2,0.01,0.1418714029515119,1,1,64,1,3
1293,0.0397033783694405,011e8_01293,3,2,0.1,0.5118200398532343,1,2,16,2,1
1217,0.039711217935711335,011e8_01217,3,2,0.001,0.22570520480081255,1,2,8,1,3
1102,0.03972124096880738,011e8_01102,3,2,0.01,0.16045423985208176,1,1,32,1,2
1461,0.03973408390487751,011e8_01461,3,2,0.01,0.12621422381657965,1,4,32,3,1
1856,0.0397360235935354,011e8_01856,3,2,0.001,0.5239890876581736,2,2,64,3,3
1316,0.03974912309295899,011e8_01316,3,2,0.001,0.38876840033316085,1,2,64,3,3
1109,0.039751926933623505,011e8_01109,3,2,0.01,0.8276504902196027,1,1,128,1,3
1555,0.03975678628393582,011e8_01555,3,2,0.01,0.3359181937987742,1,8,64,2,2
1678,0.03977404574064226,011e8_01678,3,2,0.001,0.6083300853692247,2,1,128,2,2
1443,0.03979114693121887,011e8_01443,3,2,0.001,0.40063310441227473,1,4,16,3,1
158,0.03979426006265684,011e8_00158,2,2,0.01,0.571998389570564,1,2,32,1,3
1185,0.0398177601841945,011e8_01185,3,2,0.01,0.6276548588459769,1,1,8,3,1
1312,0.03983454903248069,011e8_01312,3,2,0.001,0.5886619810884094,1,2,32,3,2
1418,0.03983650796988476,011e8_01418,3,2,0.01,0.19213386939462165,1,4,32,2,3
808,0.039847086098399584,011e8_00808,2,2,0.1,0.11644253042973185,2,2,128,3,2
1599,0.03986271359105482,011e8_01599,3,2,0.01,0.2768707781808032,1,8,64,3,1
1311,0.03986348980328198,011e8_01311,3,2,0.001,0.4028225596838615,1,2,32,3,1
1176,0.03987672772155406,011e8_01176,3,2,0.001,0.4006461956860542,1,1,32,3,1
1143,0.03988153104284763,011e8_01143,3,2,0.01,0.19065825584074592,1,1,16,2,1
1133,0.03990183933469352,011e8_01133,3,2,0.001,0.5726336979600134,1,1,32,2,3
1598,0.03990724110200505,011e8_01598,3,2,0.01,0.6821668127548068,1,8,32,3,3
1215,0.03990953436863915,011e8_01215,3,2,0.001,0.6454670132777116,1,2,8,1,1
1385,0.03991264327023182,011e8_01385,3,2,0.1,0.6314910782121347,1,4,16,1,3
57,0.039926655458867776,011e8_00057,2,2,0.001,0.5163909741753617,1,1,128,2,1
187,0.03994679948003223,011e8_00187,2,2,0.001,0.6093510345692097,1,2,32,2,2
1200,0.03994896614505803,011e8_01200,3,2,0.1,0.22651825108347934,1,1,8,3,1
1340,0.039957224321997505,011e8_01340,3,2,0.1,0.8805851540648227,1,2,16,3,3
1294,0.039962700472722296,011e8_01294,3,2,0.1,0.24581228292740828,1,2,16,2,2
1147,0.03996606915631016,011e8_01147,3,2,0.01,0.34429970740763083,1,1,32,2,2
2069,0.03997267750932863,011e8_02069,3,2,0.1,0.40245175447078896,2,8,128,1,3
1271,0.039975284090515685,011e8_01271,3,2,0.001,0.2154814164920784,1,2,64,2,3
1165,0.03998526906731783,011e8_01165,3,2,0.1,0.3474885834160334,1,1,64,2,2
1218,0.03998854574683398,011e8_01218,3,2,0.001,0.5722077231407929,1,2,16,1,1
1514,0.04000176751098663,011e8_01514,3,2,0.01,0.626471703114976,1,8,128,1,3
1308,0.0400042965116068,011e8_01308,3,2,0.001,0.8635124566341685,1,2,16,3,1
1317,0.040057757549202766,011e8_01317,3,2,0.001,0.6710508317735989,1,2,128,3,1
1553,0.0400647443743938,011e8_01553,3,2,0.01,0.3069570439218797,1,8,32,2,3
1396,0.040065169160125244,011e8_01396,3,2,0.001,0.12445494652472507,1,4,8,2,2
1378,0.0400680817281897,011e8_01378,3,2,0.01,0.8016725622198123,1,4,128,1,2
1354,0.04008124845518168,011e8_01354,3,2,0.001,0.8589633821215865,1,4,16,1,2
1226,0.040099975457809536,011e8_01226,3,2,0.001,0.7743626262015887,1,2,64,1,3
1365,0.04011338710421037,011e8_01365,3,2,0.01,0.4124514608016273,1,4,8,1,1
1263,0.040119759640616606,011e8_01263,3,2,0.001,0.4721168491525939,1,2,16,2,1
1386,0.040130215460890926,011e8_01386,3,2,0.1,0.337814608103599,1,4,32,1,1
1313,0.040143201346385333,011e8_01313,3,2,0.001,0.15387715522543843,1,2,32,3,3
1201,0.0401580929837432,011e8_01201,3,2,0.1,0.897890576264979,1,1,8,3,2
1146,0.040170237107579713,011e8_01146,3,2,0.01,0.525603548738548,1,1,32,2,1
1156,0.040178546233467526,011e8_01156,3,2,0.1,0.45183413179854026,1,1,8,2,2
1603,0.04019230192726752,011e8_01603,3,2,0.01,0.4011441458354261,1,8,128,3,2
927,0.040211281701706326,011e8_00927,2,2,0.01,0.14399842371683738,2,4,128,3,1
1260,0.04023920720547931,011e8_01260,3,2,0.001,0.4415240629662526,1,2,8,2,1
1596,0.0402444578198418,011e8_01596,3,2,0.01,0.8273570127687638,1,8,32,3,1
325,0.04024703839684017,011e8_00325,2,2,0.001,0.18015040690063824,1,4,64,2,2
157,0.040287516808767014,011e8_00157,2,2,0.01,0.30857743946245364,1,2,32,1,2
1463,0.040296711525062,011e8_01463,3,2,0.01,0.8661929731104944,1,4,32,3,3
1108,0.040308328476315415,011e8_01108,3,2,0.01,0.3442279954450438,1,1,128,1,2
73,0.04030863763951255,011e8_00073,2,2,0.01,0.40189085385308043,1,1,128,2,2
1638,0.04030880779299181,011e8_01638,3,2,0.01,0.7004794843549309,2,1,16,1,1
205,0.04032594111947107,011e8_00205,2,2,0.01,0.12469872589693543,1,2,64,2,2
1177,0.04034010822413424,011e8_01177,3,2,0.001,0.39007175725996346,1,1,32,3,2
1644,0.040344481510361095,011e8_01644,3,2,0.01,0.5268581212928248,2,1,64,1,1
1094,0.040349709078566234,011e8_01094,3,2,0.001,0.868284248355715,1,1,128,1,3
1088,0.0403598519677568,011e8_01088,3,2,0.001,0.5924517336339373,1,1,32,1,3
1151,0.040367768325693415,011e8_01151,3,2,0.01,0.13767271070777598,1,1,64,2,3
1554,0.04039434151687848,011e8_01554,3,2,0.01,0.2522286504056284,1,8,64,2,1
1410,0.04039535682703184,011e8_01410,3,2,0.01,0.7597876136491151,1,4,8,2,1
1450,0.040401054206281546,011e8_01450,3,2,0.001,0.24459741857857564,1,4,64,3,2
106,0.04041291851653851,011e8_00106,2,2,0.01,0.3104668711360494,1,1,8,3,2
1530,0.040415166198403935,011e8_01530,3,2,0.001,0.7638873449250427,1,8,8,2,1
1328,0.04042016191767057,011e8_01328,3,2,0.01,0.5367280657827668,1,2,32,3,3
1268,0.040424405228788644,011e8_01268,3,2,0.001,0.8201981555758943,1,2,32,2,3
1114,0.04042534081829475,011e8_01114,3,2,0.1,0.45224267053389655,1,1,16,1,2
1376,0.040429567751844794,011e8_01376,3,2,0.01,0.25710046084694416,1,4,64,1,3
1691,0.04042960994322439,011e8_01691,3,2,0.01,0.715118642840855,2,1,64,2,3
1134,0.04043391215884363,011e8_01134,3,2,0.001,0.5603382931285498,1,1,64,2,1
1281,0.040473771690298796,011e8_01281,3,2,0.01,0.31644605270232107,1,2,32,2,1
